"platform_name","total_streams"
"Lee-Jones Music 2759","2"
"Gomez, Cooper and Miller Music 3081","2"
"Wyatt, Cowan and Kim Music 1340","2"
"Johnson and Sons Music 7552","2"
"Yang-Martinez Music 6366","2"
"Cooper and Sons Music 1190","2"
"Holder-Sanders Music 2424","2"
"Smith-Bennett Music 5662","2"
"Henderson Ltd Music 2046","2"
"Miller-Perry Music 2060","2"
"Sanchez-Smith Music 7896","2"
"Edwards-Cooper Music 5287","2"
"Crane, Perez and Chambers Music 8151","2"
"Campbell-Hicks Music 6284","2"
"Mann Ltd Music 1715","2"
"Castillo-Roberson Music 9087","2"
"Gonzalez-Johnson Music 6208","2"
"Wilson Ltd Music 5840","2"
"Jones, Petty and Watkins Music 6421","2"
"Smith-Cooper Music 2549","2"
"Molina-Clark Music 6102","2"
"Bishop, Wallace and Mitchell Music 1891","2"
"Green LLC Music 8881","2"
"White PLC Music 8233","2"
"Klein LLC Music 4320","2"
"Colon, Evans and Jordan Music 9935","2"
"Cunningham-Larson Music 5459","2"
"Kennedy-Olson Music 3997","2"
"Brown, Hernandez and Henry Music 2731","2"
"Morales, Chung and Nelson Music 4210","2"
"Mcdaniel PLC Music 4641","2"
"Delgado Ltd Music 7607","2"
"Jones-Miller Music 9227","2"
"Harrell-Bennett Music 6598","2"
"Willis PLC Music 2944","2"
"Mora-Gomez Music 2269","2"
"Zimmerman-Estes Music 5974","2"
"Hancock, Smith and Powell Music 5651","2"
"Buchanan-Allen Music 3141","2"
"Gould, Brown and Austin Music 2453","2"
"Simpson, Phillips and Bernard Music 3014","2"
"Thomas and Sons Music 5824","2"
"Roberts, Ramirez and Russo Music 3666","2"
"Adams-Pruitt Music 3732","2"
"Bush-Torres Music 2023","2"
"Wilson-Banks Music 6459","2"
"Parker, Peters and Hernandez Music 4326","2"
"Martin-Johnson Music 5040","2"
"Lee-Pratt Music 5848","2"
"Sutton, Zamora and Rodriguez Music 2539","2"
"Garner-Mendoza Music 5807","2"
"Kelley, Strickland and Duke Music 5933","2"
"Montoya, Ellis and Ramsey Music 4622","2"
"Lopez, Ross and Mccall Music 7509","2"
"Nelson and Sons Music 7823","2"
"Maddox Inc Music 2337","2"
"Thornton-Orozco Music 1840","2"
"Snow, Turner and Flynn Music 5573","2"
"Steele, Miller and Walker Music 9924","2"
"Hernandez-Mcintosh Music 1269","2"
"Parker, Mcdonald and Ingram Music 4655","2"
"Berry Inc Music 5948","2"
"Young-Owens Music 3260","2"
"Davis, Harrison and Melton Music 6397","2"
"Jackson, Callahan and Chavez Music 6388","2"
"Smith-Lewis Music 5190","2"
"Lambert Ltd Music 4237","2"
"Porter Ltd Music 3774","2"
"Anderson Ltd Music 3023","2"
"Chase, Hughes and Wu Music 5572","2"
"Gibson LLC Music 6333","2"
"Zuniga-Blackburn Music 5127","2"
"Stone-Torres Music 6916","2"
"White-Olson Music 3217","2"
"Bradley, Graves and Aguirre Music 9234","2"
"Reyes, Soto and Dunlap Music 2048","2"
"Carter-Johnson Music 3177","2"
"Gutierrez Group Music 7180","2"
"Roach-Crawford Music 5601","2"
"Diaz-Jefferson Music 5672","1"
"Fox-Price Music 8934","1"
"Davis, Hill and Wiggins Music 6142","1"
"Lee-Castro Music 6359","1"
"Taylor-Strong Music 4722","1"
"Taylor-Figueroa Music 4211","1"
"Cooper and Sons Music 4892","1"
"Green-Noble Music 1589","1"
"Bonilla, Ortiz and Welch Music 2992","1"
"Baker LLC Music 3468","1"
"Johnson-Martin Music 1297","1"
"Robbins Group Music 8773","1"
"Moore Group Music 1453","1"
"Dean Ltd Music 6333","1"
"Riggs, Carson and Wiggins Music 6567","1"
"Flores-Taylor Music 5397","1"
"Rodriguez LLC Music 4761","1"
"King Inc Music 5997","1"
"Anderson PLC Music 9090","1"
"Hernandez-Castro Music 7678","1"
"Burnett, Mason and Jenkins Music 9429","1"
"Parker and Sons Music 9333","1"
"Horton LLC Music 8738","1"
